URL,Service,Location,Word Count,Meta Title Length,Meta Desc Length,H1 Unique,Meta Title Unique,Other Services Links,Nearby Locations Links,SEO Pass,Published
"https://www.articclean.it/servizi/sanificazione-ambienti/manerbio","Sanificazione Ambienti","Manerbio",157,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/mazzano","Sanificazione Ambienti","Mazzano",158,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/montichiari","Sanificazione Ambienti","Montichiari",147,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/orzinuovi","Sanificazione Ambienti","Orzinuovi",157,47,128,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/palazzolo-sull-oglio","Sanificazione Ambienti","Palazzolo sull'Oglio",149,58,139,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/rezzato","Sanificazione Ambienti","Rezzato",159,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/roncadelle","Sanificazione Ambienti","Roncadelle",150,48,129,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/rovato","Sanificazione Ambienti","Rovato",146,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/salo","Sanificazione Ambienti","Salò",156,42,123,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/sarezzo","Sanificazione Ambienti","Sarezzo",147,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/travagliato","Sanificazione Ambienti","Travagliato",146,49,130,"YES","YES",3,4,"FAIL",true
